compact_object_type,formation_channel,study_key,label,first_author,year,month,ads_url,arxiv_url,code,plotting_style,rate_Gpc3yr,rate_type,submodel,submodel string,notes,submodel change 1,submodel change 2,sfrd-1,sfrd-2,sfrd-3,sfrd-4,sigma_kick,sigma_stripped_SN,alpha_CE,beta_MT,gamma_AM,CE_pessimistic,CE_prescription,lambda_CE,RMP,PISN_prescription,MT_stability,Eddington_limited,f_WR,stellar_tracks,binding_energy
BH-BH,isolated-binary-evolution,deMink_2015_StarTrack,de Mink and Belczynski (2015),"{de Mink}, S.~E",2015,11,https://ui.adsabs.harvard.edu/abs/2015ApJ...814...58D/abstract,https://arxiv.org/pdf/1506.03573.pdf,StarTrack,range,79.1,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,deMink_2015_StarTrack,de Mink and Belczynski (2015),"{de Mink}, S.~E",2015,11,https://ui.adsabs.harvard.edu/abs/2015ApJ...814...58D/abstract,https://arxiv.org/pdf/1506.03573.pdf,StarTrack,range,395.9666,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,deMink_2015_StarTrack,de Mink and Belczynski (2015),"{de Mink}, S.~E",2015,11,https://ui.adsabs.harvard.edu/abs/2015ApJ...814...58D/abstract,https://arxiv.org/pdf/1506.03573.pdf,StarTrack,range,636.3556,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,deMink_2015_StarTrack,de Mink and Belczynski (2015),"{de Mink}, S.~E",2015,11,https://ui.adsabs.harvard.edu/abs/2015ApJ...814...58D/abstract,https://arxiv.org/pdf/1506.03573.pdf,StarTrack,range,501.3056,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,deMink_2015_StarTrack,de Mink and Belczynski (2015),"{de Mink}, S.~E",2015,11,https://ui.adsabs.harvard.edu/abs/2015ApJ...814...58D/abstract,https://arxiv.org/pdf/1506.03573.pdf,StarTrack,range,559.6472,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,deMink_2015_StarTrack,de Mink and Belczynski (2015),"{de Mink}, S.~E",2015,11,https://ui.adsabs.harvard.edu/abs/2015ApJ...814...58D/abstract,https://arxiv.org/pdf/1506.03573.pdf,StarTrack,range,623.3908,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,deMink_2015_StarTrack,de Mink and Belczynski (2015),"{de Mink}, S.~E",2015,11,https://ui.adsabs.harvard.edu/abs/2015ApJ...814...58D/abstract,https://arxiv.org/pdf/1506.03573.pdf,StarTrack,range,383.0018,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,deMink_2015_StarTrack,de Mink and Belczynski (2015),"{de Mink}, S.~E",2015,11,https://ui.adsabs.harvard.edu/abs/2015ApJ...814...58D/abstract,https://arxiv.org/pdf/1506.03573.pdf,StarTrack,range,544.5216,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,deMink_2015_StarTrack,de Mink and Belczynski (2015),"{de Mink}, S.~E",2015,11,https://ui.adsabs.harvard.edu/abs/2015ApJ...814...58D/abstract,https://arxiv.org/pdf/1506.03573.pdf,StarTrack,range,526.1548,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,deMink_2015_StarTrack,de Mink and Belczynski (2015),"{de Mink}, S.~E",2015,11,https://ui.adsabs.harvard.edu/abs/2015ApJ...814...58D/abstract,https://arxiv.org/pdf/1506.03573.pdf,StarTrack,range,489.9614,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,deMink_2015_StarTrack,de Mink and Belczynski (2015),"{de Mink}, S.~E",2015,11,https://ui.adsabs.harvard.edu/abs/2015ApJ...814...58D/abstract,https://arxiv.org/pdf/1506.03573.pdf,StarTrack,range,458.0896,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,deMink_2015_StarTrack,de Mink and Belczynski (2015),"{de Mink}, S.~E",2015,11,https://ui.adsabs.harvard.edu/abs/2015ApJ...814...58D/abstract,https://arxiv.org/pdf/1506.03573.pdf,StarTrack,range,93.4546,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,deMink_2015_StarTrack,de Mink and Belczynski (2015),"{de Mink}, S.~E",2015,11,https://ui.adsabs.harvard.edu/abs/2015ApJ...814...58D/abstract,https://arxiv.org/pdf/1506.03573.pdf,StarTrack,range,2542.181,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,deMink_2015_StarTrack,de Mink and Belczynski (2015),"{de Mink}, S.~E",2015,11,https://ui.adsabs.harvard.edu/abs/2015ApJ...814...58D/abstract,https://arxiv.org/pdf/1506.03573.pdf,StarTrack,range,67.6305,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,deMink_2015_StarTrack,de Mink and Belczynski (2015),"{de Mink}, S.~E",2015,11,https://ui.adsabs.harvard.edu/abs/2015ApJ...814...58D/abstract,https://arxiv.org/pdf/1506.03573.pdf,StarTrack,range,109.3162,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,deMink_2015_StarTrack,de Mink and Belczynski (2015),"{de Mink}, S.~E",2015,11,https://ui.adsabs.harvard.edu/abs/2015ApJ...814...58D/abstract,https://arxiv.org/pdf/1506.03573.pdf,StarTrack,range,67.9469,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,deMink_2015_StarTrack,de Mink and Belczynski (2015),"{de Mink}, S.~E",2015,11,https://ui.adsabs.harvard.edu/abs/2015ApJ...814...58D/abstract,https://arxiv.org/pdf/1506.03573.pdf,StarTrack,range,88.5129,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,deMink_2015_StarTrack,de Mink and Belczynski (2015),"{de Mink}, S.~E",2015,11,https://ui.adsabs.harvard.edu/abs/2015ApJ...814...58D/abstract,https://arxiv.org/pdf/1506.03573.pdf,StarTrack,range,95.2364,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,deMink_2015_StarTrack,de Mink and Belczynski (2015),"{de Mink}, S.~E",2015,11,https://ui.adsabs.harvard.edu/abs/2015ApJ...814...58D/abstract,https://arxiv.org/pdf/1506.03573.pdf,StarTrack,range,56.161,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,deMink_2015_StarTrack,de Mink and Belczynski (2015),"{de Mink}, S.~E",2015,11,https://ui.adsabs.harvard.edu/abs/2015ApJ...814...58D/abstract,https://arxiv.org/pdf/1506.03573.pdf,StarTrack,range,81.0775,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,deMink_2015_StarTrack,de Mink and Belczynski (2015),"{de Mink}, S.~E",2015,11,https://ui.adsabs.harvard.edu/abs/2015ApJ...814...58D/abstract,https://arxiv.org/pdf/1506.03573.pdf,StarTrack,range,79.1,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,deMink_2015_StarTrack,de Mink and Belczynski (2015),"{de Mink}, S.~E",2015,11,https://ui.adsabs.harvard.edu/abs/2015ApJ...814...58D/abstract,https://arxiv.org/pdf/1506.03573.pdf,StarTrack,range,71.5064,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,deMink_2015_StarTrack,de Mink and Belczynski (2015),"{de Mink}, S.~E",2015,11,https://ui.adsabs.harvard.edu/abs/2015ApJ...814...58D/abstract,https://arxiv.org/pdf/1506.03573.pdf,StarTrack,range,66.9186,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,deMink_2015_StarTrack,de Mink and Belczynski (2015),"{de Mink}, S.~E",2015,11,https://ui.adsabs.harvard.edu/abs/2015ApJ...814...58D/abstract,https://arxiv.org/pdf/1506.03573.pdf,StarTrack,range,14.0798,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,deMink_2015_StarTrack,de Mink and Belczynski (2015),"{de Mink}, S.~E",2015,11,https://ui.adsabs.harvard.edu/abs/2015ApJ...814...58D/abstract,https://arxiv.org/pdf/1506.03573.pdf,StarTrack,range,340.4464,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,Dominik_2015_StarTrack,Dominik et al. (2015),"{Dominik}, Michal",2015,6,https://ui.adsabs.harvard.edu/abs/2015ApJ...806..263D/abstract,https://arxiv.org/abs/1405.7016,StarTrack,range,28,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,Dominik_2015_StarTrack,Dominik et al. (2015),"{Dominik}, Michal",2015,6,https://ui.adsabs.harvard.edu/abs/2015ApJ...806..263D/abstract,https://arxiv.org/abs/1405.7016,StarTrack,range,36,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,Dominik_2015_StarTrack,Dominik et al. (2015),"{Dominik}, Michal",2015,6,https://ui.adsabs.harvard.edu/abs/2015ApJ...806..263D/abstract,https://arxiv.org/abs/1405.7016,StarTrack,range,109,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,Dominik_2015_StarTrack,Dominik et al. (2015),"{Dominik}, Michal",2015,6,https://ui.adsabs.harvard.edu/abs/2015ApJ...806..263D/abstract,https://arxiv.org/abs/1405.7016,StarTrack,range,221,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,Dominik_2015_StarTrack,Dominik et al. (2015),"{Dominik}, Michal",2015,6,https://ui.adsabs.harvard.edu/abs/2015ApJ...806..263D/abstract,https://arxiv.org/abs/1405.7016,StarTrack,range,14,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,Dominik_2015_StarTrack,Dominik et al. (2015),"{Dominik}, Michal",2015,6,https://ui.adsabs.harvard.edu/abs/2015ApJ...806..263D/abstract,https://arxiv.org/abs/1405.7016,StarTrack,range,24,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,Dominik_2015_StarTrack,Dominik et al. (2015),"{Dominik}, Michal",2015,6,https://ui.adsabs.harvard.edu/abs/2015ApJ...806..263D/abstract,https://arxiv.org/abs/1405.7016,StarTrack,range,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,Dominik_2015_StarTrack,Dominik et al. (2015),"{Dominik}, Michal",2015,6,https://ui.adsabs.harvard.edu/abs/2015ApJ...806..263D/abstract,https://arxiv.org/abs/1405.7016,StarTrack,range,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,Lamberts_2016_BSE,Lamberts et al. (2016),"{Lamberts}, A",2016,11,https://ui.adsabs.harvard.edu/abs/2016MNRAS.463L..31L/abstract,https://arxiv.org/abs/1605.08783,BSE,single_value,850,single,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,Lipunov_2017_ScenarioMachine,Lipunov et al. (2017),Lipunov,2017,2,https://arxiv.org/pdf/1605.01604.pdf,https://ui.adsabs.harvard.edu/abs/2017NewA...51..122L/abstract,Scenario Machine,single_value,100,single,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,Mapelli_2017_MOBSE,Mapelli et al. (2017),"{Giacobbo}, Nicola",2017,10,https://ui.adsabs.harvard.edu/abs/2017MNRAS.472.2422M/abstract,https://arxiv.org/pdf/1708.05722.pdf,MOBSE,range,125,,D,D,D,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,Mapelli_2017_MOBSE,Mapelli et al. (2017),"{Giacobbo}, Nicola",2017,10,https://ui.adsabs.harvard.edu/abs/2017MNRAS.472.2422M/abstract,https://arxiv.org/pdf/1708.05722.pdf,MOBSE,range,155,,R,R,R,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,Mapelli_2017_MOBSE,Mapelli et al. (2017),"{Giacobbo}, Nicola",2017,10,https://ui.adsabs.harvard.edu/abs/2017MNRAS.472.2422M/abstract,https://arxiv.org/pdf/1708.05722.pdf,MOBSE,range,572,,DHG,DHG,DHG,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,Mapelli_2017_MOBSE,Mapelli et al. (2017),"{Giacobbo}, Nicola",2017,10,https://ui.adsabs.harvard.edu/abs/2017MNRAS.472.2422M/abstract,https://arxiv.org/pdf/1708.05722.pdf,MOBSE,range,20,,DK,DK,DK,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,Mapelli_2017_MOBSE,Mapelli et al. (2017),"{Giacobbo}, Nicola",2017,10,https://ui.adsabs.harvard.edu/abs/2017MNRAS.472.2422M/abstract,https://arxiv.org/pdf/1708.05722.pdf,MOBSE,range,145,,D0.02,D0.02,D0.02,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,Mapelli_2017_MOBSE,Mapelli et al. (2017),"{Giacobbo}, Nicola",2017,10,https://ui.adsabs.harvard.edu/abs/2017MNRAS.472.2422M/abstract,https://arxiv.org/pdf/1708.05722.pdf,MOBSE,range,278,,D1.5,D1.5,D1.5,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,Ablimit_2018_BSE,Ablimit and Maeda (2018),Ablimit,2018,10,https://ui.adsabs.harvard.edu/abs/2018ApJ...866..151A/abstract,https://arxiv.org/abs/1710.05504,BSE,range,184.86,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,Ablimit_2018_BSE,Ablimit and Maeda (2018),Ablimit,2018,10,https://ui.adsabs.harvard.edu/abs/2018ApJ...866..151A/abstract,https://arxiv.org/abs/1710.05504,BSE,range,39.897,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,Ablimit_2018_BSE,Ablimit and Maeda (2018),Ablimit,2018,10,https://ui.adsabs.harvard.edu/abs/2018ApJ...866..151A/abstract,https://arxiv.org/abs/1710.05504,BSE,range,70.317,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,Ablimit_2018_BSE,Ablimit and Maeda (2018),Ablimit,2018,10,https://ui.adsabs.harvard.edu/abs/2018ApJ...866..151A/abstract,https://arxiv.org/abs/1710.05504,BSE,range,114.66,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,Ablimit_2018_BSE,Ablimit and Maeda (2018),Ablimit,2018,10,https://ui.adsabs.harvard.edu/abs/2018ApJ...866..151A/abstract,https://arxiv.org/abs/1710.05504,BSE,range,75.114,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,Ablimit_2018_BSE,Ablimit and Maeda (2018),Ablimit,2018,10,https://ui.adsabs.harvard.edu/abs/2018ApJ...866..151A/abstract,https://arxiv.org/abs/1710.05504,BSE,range,43.992,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,Ablimit_2018_BSE,Ablimit and Maeda (2018),Ablimit,2018,10,https://ui.adsabs.harvard.edu/abs/2018ApJ...866..151A/abstract,https://arxiv.org/abs/1710.05504,BSE,range,118.17,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,Ablimit_2018_BSE,Ablimit and Maeda (2018),Ablimit,2018,10,https://ui.adsabs.harvard.edu/abs/2018ApJ...866..151A/abstract,https://arxiv.org/abs/1710.05504,BSE,range,43.992,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,Ablimit_2018_BSE,Ablimit and Maeda (2018),Ablimit,2018,10,https://ui.adsabs.harvard.edu/abs/2018ApJ...866..151A/abstract,https://arxiv.org/abs/1710.05504,BSE,range,75.465,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,Ablimit_2018_BSE,Ablimit and Maeda (2018),Ablimit,2018,10,https://ui.adsabs.harvard.edu/abs/2018ApJ...866..151A/abstract,https://arxiv.org/abs/1710.05504,BSE,range,237.51,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,Ablimit_2018_BSE,Ablimit and Maeda (2018),Ablimit,2018,10,https://ui.adsabs.harvard.edu/abs/2018ApJ...866..151A/abstract,https://arxiv.org/abs/1710.05504,BSE,range,38.61,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,Ablimit_2018_BSE,Ablimit and Maeda (2018),Ablimit,2018,10,https://ui.adsabs.harvard.edu/abs/2018ApJ...866..151A/abstract,https://arxiv.org/abs/1710.05504,BSE,range,81.9,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,Ablimit_2018_BSE,Ablimit and Maeda (2018),Ablimit,2018,10,https://ui.adsabs.harvard.edu/abs/2018ApJ...866..151A/abstract,https://arxiv.org/abs/1710.05504,BSE,range,145.08,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,Ablimit_2018_BSE,Ablimit and Maeda (2018),Ablimit,2018,10,https://ui.adsabs.harvard.edu/abs/2018ApJ...866..151A/abstract,https://arxiv.org/abs/1710.05504,BSE,range,39.78,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,Ablimit_2018_BSE,Ablimit and Maeda (2018),Ablimit,2018,10,https://ui.adsabs.harvard.edu/abs/2018ApJ...866..151A/abstract,https://arxiv.org/abs/1710.05504,BSE,range,42.12,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,Ablimit_2018_BSE,Ablimit and Maeda (2018),Ablimit,2018,10,https://ui.adsabs.harvard.edu/abs/2018ApJ...866..151A/abstract,https://arxiv.org/abs/1710.05504,BSE,range,138.06,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,Ablimit_2018_BSE,Ablimit and Maeda (2018),Ablimit,2018,10,https://ui.adsabs.harvard.edu/abs/2018ApJ...866..151A/abstract,https://arxiv.org/abs/1710.05504,BSE,range,21.06,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,Ablimit_2018_BSE,Ablimit and Maeda (2018),Ablimit,2018,10,https://ui.adsabs.harvard.edu/abs/2018ApJ...866..151A/abstract,https://arxiv.org/abs/1710.05504,BSE,range,44.46,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,Ablimit_2018_BSE,Ablimit and Maeda (2018),Ablimit,2018,10,https://ui.adsabs.harvard.edu/abs/2018ApJ...866..151A/abstract,https://arxiv.org/abs/1710.05504,BSE,range,176.67,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,Ablimit_2018_BSE,Ablimit and Maeda (2018),Ablimit,2018,10,https://ui.adsabs.harvard.edu/abs/2018ApJ...866..151A/abstract,https://arxiv.org/abs/1710.05504,BSE,range,149.76,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,Ablimit_2018_BSE,Ablimit and Maeda (2018),Ablimit,2018,10,https://ui.adsabs.harvard.edu/abs/2018ApJ...866..151A/abstract,https://arxiv.org/abs/1710.05504,BSE,range,70.2,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,Ablimit_2018_BSE,Ablimit and Maeda (2018),Ablimit,2018,10,https://ui.adsabs.harvard.edu/abs/2018ApJ...866..151A/abstract,https://arxiv.org/abs/1710.05504,BSE,range,122.85,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,Ablimit_2018_BSE,Ablimit and Maeda (2018),Ablimit,2018,10,https://ui.adsabs.harvard.edu/abs/2018ApJ...866..151A/abstract,https://arxiv.org/abs/1710.05504,BSE,range,147.42,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,Ablimit_2018_BSE,Ablimit and Maeda (2018),Ablimit,2018,10,https://ui.adsabs.harvard.edu/abs/2018ApJ...866..151A/abstract,https://arxiv.org/abs/1710.05504,BSE,range,71.37,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,Ablimit_2018_BSE,Ablimit and Maeda (2018),Ablimit,2018,10,https://ui.adsabs.harvard.edu/abs/2018ApJ...866..151A/abstract,https://arxiv.org/abs/1710.05504,BSE,range,122.85,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,Ablimit_2018_BSE,Ablimit and Maeda (2018),Ablimit,2018,10,https://ui.adsabs.harvard.edu/abs/2018ApJ...866..151A/abstract,https://arxiv.org/abs/1710.05504,BSE,range,147.42,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,Ablimit_2018_BSE,Ablimit and Maeda (2018),Ablimit,2018,10,https://ui.adsabs.harvard.edu/abs/2018ApJ...866..151A/abstract,https://arxiv.org/abs/1710.05504,BSE,range,70.2,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,Ablimit_2018_BSE,Ablimit and Maeda (2018),Ablimit,2018,10,https://ui.adsabs.harvard.edu/abs/2018ApJ...866..151A/abstract,https://arxiv.org/abs/1710.05504,BSE,range,122.85,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,Ablimit_2018_BSE,Ablimit and Maeda (2018),Ablimit,2018,10,https://ui.adsabs.harvard.edu/abs/2018ApJ...866..151A/abstract,https://arxiv.org/abs/1710.05504,BSE,range,301.86,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,Ablimit_2018_BSE,Ablimit and Maeda (2018),Ablimit,2018,10,https://ui.adsabs.harvard.edu/abs/2018ApJ...866..151A/abstract,https://arxiv.org/abs/1710.05504,BSE,range,96.174,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,Ablimit_2018_BSE,Ablimit and Maeda (2018),Ablimit,2018,10,https://ui.adsabs.harvard.edu/abs/2018ApJ...866..151A/abstract,https://arxiv.org/abs/1710.05504,BSE,range,188.37,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,Ablimit_2018_BSE,Ablimit and Maeda (2018),Ablimit,2018,10,https://ui.adsabs.harvard.edu/abs/2018ApJ...866..151A/abstract,https://arxiv.org/abs/1710.05504,BSE,range,285.48,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,Ablimit_2018_BSE,Ablimit and Maeda (2018),Ablimit,2018,10,https://ui.adsabs.harvard.edu/abs/2018ApJ...866..151A/abstract,https://arxiv.org/abs/1710.05504,BSE,range,82.017,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,Ablimit_2018_BSE,Ablimit and Maeda (2018),Ablimit,2018,10,https://ui.adsabs.harvard.edu/abs/2018ApJ...866..151A/abstract,https://arxiv.org/abs/1710.05504,BSE,range,189.54,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,Ablimit_2018_BSE,Ablimit and Maeda (2018),Ablimit,2018,10,https://ui.adsabs.harvard.edu/abs/2018ApJ...866..151A/abstract,https://arxiv.org/abs/1710.05504,BSE,range,321.75,,,,,,,,,,,,,,,,,,,,,,,,,
BH-BH,isolated-binary-evolution,Ablimit_2018_BSE,Ablimit and Maeda (2018),Ablimit,2018,10,https://ui.adsabs.harvard.edu/abs/2018ApJ...866..151A/abstract,https://arxiv.org/abs/1710.05504,BSE,range,93.717,,,,,,,,,,,,,,,,,,,,,,,,,
